url_path,views_total,views_unique
/abhinav12k/Typster,30,19
/abhinav12k/Typster/graphs/traffic,3,1
/abhinav12k/Typster/pulse,2,1
/abhinav12k/Typster/blob/main/preview/typster.png,1,1
/abhinav12k/Typster/commits,1,1
