url_path,views_total,views_unique
/abhinav12k/Typster,5,4
/abhinav12k/Typster/tree/main/src/jvmMain,5,2
/abhinav12k/Typster/tree/main/src/jvmMain/resources,2,1
/abhinav12k/Typster/tree/master,1,1
