url_path,views_total,views_unique
/abhinav12k/Typster,43,18
/abhinav12k/Typster/graphs/traffic,5,1
/abhinav12k/Typster/actions/new,4,1
/abhinav12k/Typster/pulse,4,1
/abhinav12k/Typster/tree/github-repo-stats,4,1
/abhinav12k/Typster/actions,2,1
/abhinav12k/Typster/actions/workflows/github-repo-stats.yml,2,1
/abhinav12k/Typster/new/main,2,1
/abhinav12k/Typster/tree/main/.github/workflows,2,1
/abhinav12k/Typster/actions/runs/4711837728,1,1
